PHONEME DATA:
Ah	214.064	214.208
Dh	214.208	214.448
Uw	214.448	214.576
L	214.576	214.64
Hh	214.64	214.752
Ey	214.752	214.896
Y	214.896	214.944
Uw	214.944	215.12
Sil	215.12	215.152
Er	215.152	215.232
Z	215.232	215.28
Ax	215.28	215.408
Z	215.408	215.504
Uw	215.504	215.712
Hh	215.712	216.192
Uw	216.192	216.288
Hh	216.288	216.56
M	216.56	216.864
D	216.864	216.944
Hh	216.944	217.088
Th	217.088	217.2
K	217.2	217.264
L	217.264	217.632
S	217.632	218.064
L	218.064	218.128
Ow	218.128	218.544
Sil	218.544	218.608
Ah	218.608	218.736
Z	218.736	218.784
Hh	218.784	218.848
Aw	218.848	218.928
R	218.928	219.104
Ao	219.104	219.504
Hh	219.504	219.632
Eh	219.632	219.712
Hh	219.712	219.808
Ax	219.808	219.84
Sh	219.84	220
Hh	220	220.256
Ow	220.256	220.576
Hh	220.576	220.896
Aa	220.896	221.12
Hh	221.12	221.632
Sil	221.632	221.712
Hh	221.712	222.304
R	222.304	222.448
Hh	222.448	222.624
Ow	222.624	222.72
Hh	222.72	222.8
S	222.8	222.896
F	222.896	223.12
Hh	223.12	223.376
Ow	223.376	223.488
Uw	223.488	223.536
Hh	223.536	223.696
Uw	223.696	223.936
Er	223.936	224.096
Ih	224.096	224.288
Z	224.288	224.432
Hh	224.432	224.56
Sil	224.56	224.608
Ay	224.608	224.672
Hh	224.672	224.832
Ah	224.832	225.168
V	225.168	225.248
Ax	225.248	225.28
Dh	225.28	225.36
Ih	225.36	225.552
Uw	225.552	225.744
Eh	225.744	226.048
Sil	226.048	226.16
Uw	226.16	226.432
Hh	226.432	226.64
Ey	226.64	226.896
Sil	226.896	226.992
Ax	226.992	227.072
Z	227.072	227.136
Ih	227.136	227.232
Z	227.232	227.328
Th	227.328	227.44
Hh	227.44	227.936
R	227.936	228.048
M	228.048	228.16
Hh	228.16	228.24
Uw	228.24	228.336
Hh	228.336	228.544
Dh	228.544	228.624
V	228.624	228.688
N	228.688	228.736
Zh	228.736	228.816
Ax	228.816	228.88
Hh	228.88	229.328
Ow	229.328	229.488
S	229.488	229.904
Sil	229.904	230
Ah	230	230.128
V	230.128	230.24
Hh	230.24	230.384
Sil	230.384	230.608
Hh	230.608	230.752
Ao	230.752	231.184
Sil	231.184	231.36
Ow	231.36	231.616
Ax	231.616	231.696
Sh	231.696	232.016
Hh	232.016	232.112
Ow	232.112	232.256
Ao	232.256	232.416
Hh	232.416	233.44
Ow	233.44	233.536
Hh	233.536	233.616
Uh	233.616	233.696
Hh	233.696	233.92
Ao	233.92	234.304
Ow	234.304	234.448
Hh	234.448	234.592
N	234.592	234.656
Sh	234.656	235.072
Hh	235.072	235.264
Uw	235.264	235.344
Dh	235.344	235.408
Hh	235.408	235.648
Ay	235.648	235.888
Ey	235.888	235.984
Hh	235.984	236.144
Sh	236.144	236.224
Hh	236.224	236.592
L	236.592	236.64
Ay	236.64	237.024
Th	237.024	237.072
Ih	237.072	237.296
Z	237.296	237.408
Sil	237.408	237.648
Hh	237.648	237.872
Dh	237.872	237.968
Ih	237.968	238.064
Ow	238.064	238.368
Hh	238.368	238.544
Ae	238.544	238.64
Ey	238.64	239.104
Sh	239.104	239.232
F	239.232	239.344
Ao	239.344	239.472
Hh	239.472	239.76
Uw	239.76	239.824
Hh	239.824	239.92
W	239.92	240.032
Uw	240.032	240.208
Hh	240.208	240.624
Ax	240.624	240.768
Hh	240.768	240.928
Ow	240.928	241.136
Hh	241.136	241.392
S	241.392	241.728
L	241.728	241.904
Ih	241.904	242.224
Hh	242.224	242.288
Eh	242.288	242.432
Hh	242.432	242.624
Aw	242.624	242.768
Ao	242.768	242.96
Ow	242.96	243.248
Uw	243.248	243.344
Ah	243.344	243.424
N	243.424	243.456
Ax	243.456	243.536
Sh	243.536	243.696
F	243.696	243.744
Hh	243.744	243.808
Ih	243.808	243.872
Z	243.872	243.92
Ow	243.92	244.048
Ao	244.048	244.176
Hh	244.176	244.592
Ao	244.592	244.88
Hh	244.88	245.824
Aw	245.824	245.904
Hh	245.904	246.16
L	246.16	246.256
Hh	246.256	246.496
S	246.496	246.56
F	246.56	246.832
Hh	246.832	247.024
L	247.024	247.072
Uw	247.072	247.2
Sil	247.2	247.264
Hh	247.264	247.328
L	247.328	247.424
Uw	247.424	247.632
Ey	247.632	247.888
Ih	247.888	247.984
V	247.984	248.016
Hh	248.016	248.112
Aa	248.112	248.192
Hh	248.192	248.608
Ae	248.608	248.784
Hh	248.784	248.96
Th	248.96	249.04
Ih	249.04	249.28
Uw	249.28	249.408
Eh	249.408	249.536
Hh	249.536	249.696
Eh	249.696	249.76
N	249.76	249.792
Ih	249.792	249.888
Uw	249.888	250.16
Hh	250.16	250.304
Ey	250.304	250.576
V	250.576	250.624
Ow	250.624	250.8
Z	250.8	250.848
L	250.848	250.992
Ax	250.992	251.056
N	251.056	251.136
Uw	251.136	251.312
Hh	251.312	251.536
Ow	251.536	251.696
Hh	251.696	251.76
Ow	251.76	251.856
R	251.856	252.016
Hh	252.016	252.24
Ax	252.24	252.432
Z	252.432	252.528
Hh	252.528	252.976
Ow	252.976	253.072
Ih	253.072	253.184
S	253.184	253.616
Dh	253.616	253.776
Ih	253.776	253.92
Z	253.92	254
Hh	254	254.064
Ah	254.064	254.208
Sil	254.208	254.272
Hh	254.272	254.448
Ay	254.448	254.752
Aw	254.752	254.864
Ao	254.864	255.04
L	255.04	255.264
Ih	255.264	255.392
Sh	255.392	255.552
S	255.552	255.696
Sil	255.696	255.792
Ow	255.792	256.08
Hh	256.08	257.392
Ao	257.392	257.568
Hh	257.568	257.76
L	257.76	257.824
Sil	257.824	257.92
Ow	257.92	258
Hh	258	258.064
Ow	258.064	258.16
Hh	258.16	258.304
F	258.304	258.8
Ax	258.8	258.848
Hh	258.848	258.928
Ow	258.928	259.056
Hh	259.056	259.2
Ay	259.2	259.552
Ey	259.552	259.728
Ae	259.728	259.856
Zh	259.856	259.936
Hh	259.936	260
Ah	260	260.128
Hh	260.128	260.464
Ow	260.464	260.816
Ey	260.816	260.864
L	260.864	260.992
Hh	260.992	261.056
Th	261.056	261.184
Sil	261.184	261.28
Eh	261.28	261.376
Z	261.376	261.424
Hh	261.424	261.632
Ah	261.632	261.808
Ax	261.808	261.84
Hh	261.84	261.92
L	261.92	262.016
Hh	262.016	262.224
Ey	262.224	262.384
Ow	262.384	262.64
Z	262.64	262.672
Hh	262.672	263.408
Uw	263.408	263.52
Hh	263.52	263.712
Er	263.712	263.808
Hh	263.808	264.048
Ax	264.048	264.112
Hh	264.112	264.256
Sil	264.256	264.304
Zh	264.304	264.448
Ax	264.448	264.544
Hh	264.544	264.64
K	264.64	264.72
Ow	264.72	264.784
Hh	264.784	265.024
S	265.024	265.376
Ah	265.376	266.096
Hh	266.096	266.208
Ao	266.208	266.672
Ow	266.672	266.816
Oy	266.816	266.896
Ao	266.896	267.024
Ow	267.024	267.184
N	267.184	267.248
Sh	267.248	267.344
Hh	267.344	267.44
Sil	267.44	267.52
F	267.52	267.632
Ay	267.632	267.856
Ah	267.856	267.984
Hh	267.984	268.128
Ae	268.128	268.208
Hh	268.208	268.288
Ax	268.288	268.384
Hh	268.384	268.752
Ax	268.752	268.8
Hh	268.8	270.208
S	270.208	270.256
F	270.256	270.464
Ax	270.464	270.512
Hh	270.512	270.688
M	270.688	270.768
Hh	270.768	271.024
F	271.024	271.136
Ax	271.136	271.296
F	271.296	271.408
Sil	271.408	271.488
V	271.488	271.552
Ax	271.552	271.696
Zh	271.696	271.824
Hh	271.824	272.176
Ow	272.176	272.4
N	272.4	272.432
Ay	272.432	272.8
Sil	272.8	273.168
Eh	273.168	273.232
Z	273.232	273.264
Hh	273.264	273.44
Eh	273.44	273.696
Sil	273.696	273.776
Eh	273.776	273.936
Hh	273.936	274.032
Ih	274.032	274.256
Hh	274.256	274.304
M	274.304	274.368
Ax	274.368	274.48
Sh	274.48	274.784
Hh	274.784	276.704
Sh	276.704	277.312
S	277.312	277.392
Zh	277.392	277.472
Ih	277.472	277.6
Zh	277.6	277.712
Hh	277.712	277.904
Ax	277.904	277.968
Hh	277.968	278.096
Uw	278.096	278.272
Aw	278.272	278.512
Ow	278.512	278.672
Sil	278.672	278.736
Hh	278.736	278.816
Ow	278.816	279.024
N	279.024	279.056
Er	279.056	279.12
S	279.12	279.168
Th	279.168	279.232
Eh	279.232	279.456
Hh	279.456	281.456
Ay	281.456	281.616
Ow	281.616	281.776
Hh	281.776	281.904
Uw	281.904	282
Ax	282	282.064
Z	282.064	282.112
F	282.112	282.368
Hh	282.368	282.736
Ax	282.736	282.768
V	282.768	282.816
Hh	282.816	283.328
Ax	283.328	283.376
Z	283.376	283.568
Sh	283.568	283.776
K	283.776	283.936
Hh	283.936	284.112
Eh	284.112	284.256
Sil	284.256	284.656
Ih	284.656	285.104
Sil	285.104	285.408
Hh	285.408	285.456
Ey	285.456	285.616
N	285.616	285.648
Sil	285.648	285.792
Hh	285.792	285.984
Uw	285.984	286.176
V	286.176	286.24
M	286.24	286.32
Z	286.32	286.432
Ax	286.432	286.496
Th	286.496	286.672
V	286.672	286.8
N	286.8	286.864
Z	286.864	286.912
Hh	286.912	287.36
Ax	287.36	287.408
Sil	287.408	288.688
Hh	288.688	288.816
Sil	288.816	288.88
S	288.88	289.04
Sil	289.04	289.904
N	289.904	290.032
Sil	290.032	299.744

WORD DATA:

